puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network
2021,2019,True,AR,70525,"QCA Health Plan, Inc.",663481,123578,102,44,47,,,,,,663481.0,123578.0,0.18625702921409956,,0.0008253896324588519,0.43137254901960786,,,
2021,2019,True,AR,75293,USAble Mutual Insurance Company,5351709,1117028,3939,1387,14,,,,,,5351709.0,1117028.0,0.2087236058612305,,0.0035263216320450337,0.35211982736735215,,,
2021,2019,True,AZ,13877,"Oscar Health Plan, Inc.",9985,367,168,58,0,0,,,,,9985.0,367.0,0.03675513269904857,,0.45776566757493187,0.34523809523809523,nan,,
2021,2019,True,AZ,40702,"UnitedHealthcare of Arizona, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",1333839,135450,1276,534,74,,,,,,1333839.0,135450.0,0.101548987546473,,0.009420450350682908,0.41849529780564265,,,
2021,2019,True,AZ,87247,Bright Health Company of Arizona,299580,65396,304,114,28,,,,,,299580.0,65396.0,0.21829227585286068,,0.004648602361000673,0.375,,,
2021,2019,True,AZ,91450,"Health Net of Arizona, Inc.",2651029,719338,99,70,0,0,,,,,2651029.0,719338.0,0.27134293891164524,,0.0001376265399575721,0.7070707070707071,nan,,
2021,2019,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",135130,15955,22,,,,,,,,135130.0,15955.0,0.11807148671649523,,0.0013788780946411784,,,,
2021,2019,True,DE,76168,Highmark BCBSD Inc.,550141,65768,96,35,,0,,,,,550141.0,65768.0,0.11954753417760174,,0.0014596764383894903,0.3645833333333333,,,
2021,2019,True,FL,12379,Bright Health Insurance Company of Florida,,,,,,,,,,,,,,,,,,,
2021,2019,True,FL,16842,Blue Cross and Blue Shield of Florida,17003717,797290,3381,1256,161,59,,,,,17003717.0,797290.0,0.046889159587871286,,0.00424061508359568,0.3714877255249926,0.36645962732919257,,
2021,2019,True,FL,19898,"AvMed, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,FL,21663,Celtic Insurance Company,10905345,2550671,626,372,,0,,,,,10905345.0,2550671.0,0.2338918209373477,,0.00024542561545569776,0.5942492012779552,,,
2021,2019,True,FL,30252,"Health Options, Inc.",18628060,1131069,2637,900,108,54,,,,,18628060.0,1131069.0,0.06071856113841162,,0.0023314227513971295,0.3412969283276451,0.5,,
2021,2019,True,FL,36194,"Health First Commercial Plans, Inc.",600003,65789,201,111,,,,,,,600003.0,65789.0,0.10964778509440787,,0.0030552219975983827,0.5522388059701493,,,
2021,2019,True,FL,40572,Oscar Insurance Company of Florida,228784,12114,271,118,,0,,,,,228784.0,12114.0,0.05294950695852857,,0.022370810632326234,0.4354243542435424,,,
2021,2019,True,FL,48121,Cigna Health and Life Insurance Company,7109,2605,40,,0,0,,,,,7109.0,2605.0,0.3664369109579406,,0.015355086372360844,,nan,,
2021,2019,True,FL,54172,"Molina Healthcare of Florida, Inc",787733,186976,0,0,0,0,,,,,787733.0,186976.0,0.23735961296530678,,0.0,nan,nan,,
2021,2019,True,FL,56503,"Florida Health Care Plan, Inc.",519193,29793,196,57,11,,,,,,519193.0,29793.0,0.0573832852137837,,0.0065787265465042126,0.29081632653061223,,,
2021,2019,True,GA,49046,Anthem Blue Cross and Blue Shield,1992857,806296,900,265,,0,,,,,1992857.0,806296.0,0.40459300391347697,,0.0011162153849206744,0.29444444444444445,,,
2021,2019,True,GA,58081,Oscar Health Plan of Georgia,,,,,,,,,,,,,,,,,,,
2021,2019,True,GA,60224,CareSource Georgia Co.,,,,,,,,,,,,,,,,,,,
2021,2019,True,GA,70893,Ambetter of Peach State Inc.,5892952,1366602,1319,748,,0,,,,,5892952.0,1366602.0,0.23190448522234697,,0.0009651676201264158,0.5670962850644428,,,
2021,2019,True,GA,83761,Alliant Health Plans,293787,20757,5063,1322,53,36,,,,,293787.0,20757.0,0.07065322835932154,,0.2439177145059498,0.26111001382579496,0.6792452830188679,,
2021,2019,True,GA,89942,Kaiser Foundation Health Plan of Georgia,87347,8918,1083,577,,0,,,,,87347.0,8918.0,0.10209852656645334,,0.12143978470509083,0.5327793167128347,,,
2021,2019,True,HI,18350,Hawaii Medical Service Association,555061,121993,58,36,0,0,,,,,555061.0,121993.0,0.21978305087188615,,0.0004754371152443173,0.6206896551724138,nan,,
2021,2019,True,HI,60612,"Kaiser Foundation Health Plan, Inc.",9055,335,82,27,0,0,,,,,9055.0,335.0,0.03699613473219216,,0.24477611940298508,0.32926829268292684,nan,,
2021,2019,True,IA,25896,"Wellmark Health Plan of Iowa, Inc.",217135,38815,,,,0,,,,,217135.0,38815.0,0.17875975775439243,,,,,,
2021,2019,True,IA,45819,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,IA,93078,Medica Insurance Company,1435262,140421,389,228,,,,,,,1435262.0,140421.0,0.0978364925706944,,0.002770240918381154,0.5861182519280206,,,
2021,2019,True,IL,20129,"Health Alliance Medical Plans, Inc.",1155063,160154,275,125,,,,,,,1155063.0,160154.0,0.13865390892098525,,0.0017170972938546649,0.45454545454545453,,,
2021,2019,True,IL,27833,Celtic Insurance Company,494314,129336,64,25,0,0,,,,,494314.0,129336.0,0.2616474548566296,,0.0004948351580379786,0.390625,nan,,
2021,2019,True,IL,36096,Blue Cross Blue Shield of Illinois,7491522,1216478,273,48,11,0,,,,,7491522.0,1216478.0,0.16238062172146062,,0.00022441836186104476,0.17582417582417584,0.0,,
2021,2019,True,IL,44522,Bright Health Insurance Company of Illinois,,,,,,,,,,,,,,,,,,,
2021,2019,True,IL,53882,"Cigna HealthCare of Illinois, Inc.",458558,73157,42,15,,,,,,,458558.0,73157.0,0.1595370705559602,,0.0005741077408860396,0.35714285714285715,,,
2021,2019,True,IL,54322,"MercyCare HMO, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,IL,65280,SSM Health Plan,,,,,,,,,,,,,,,,,,,
2021,2019,True,IL,85773,Quartz Health Benefit Plans Corporation,,,,,,,,,,,,,,,,,,,
2021,2019,True,IN,17575,Anthem Ins Companies Inc(Anthem BCBS),83940,6129,,,0,0,,,,,83940.0,6129.0,0.07301644031451036,,,,nan,,
2021,2019,True,IN,54192,"CareSource Indiana, Inc.",2509529,379181,515,276,82,33,,,,,2509529.0,379181.0,0.15109648065433792,,0.0013581904156590124,0.5359223300970873,0.4024390243902439,,
2021,2019,True,IN,76179,Celtic Insurance Company,1296378,288893,977,283,50,15,,,,,1296378.0,288893.0,0.222846268603756,,0.003381874950241093,0.2896622313203685,0.3,,
2021,2019,True,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",2509717,266556,276,99,42,14,,,,,2509717.0,266556.0,0.10620958458662869,,0.0010354297033268807,0.358695652173913,0.3333333333333333,,
2021,2019,True,KS,39520,Medica Insurance Company,273244,42026,137,77,,,,,,,273244.0,42026.0,0.15380392616123317,,0.0032598867367819922,0.5620437956204379,,,
2021,2019,True,KS,43490,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,KS,76763,Cigna Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,KS,80065,"Sunflower State Health Plan, Inc",502794,117317,144,83,,0,,,,,502794.0,117317.0,0.2333301511155662,,0.001227443593000162,0.5763888888888888,,,
2021,2019,True,KS,94248,Blue Cross and Blue Shield of Kansas City,,,,,,,,,,,,,,,,,,,
2021,2019,True,KY,36239,Anthem Health Plans of KY(Anthem BCBS),1157764,386018,338,150,,0,,,,,1157764.0,386018.0,0.333416827609081,,0.0008756068369868763,0.4437869822485207,,,
2021,2019,True,KY,45636,CareSource Kentucky Co.,2007295,324939,828,512,57,26,,,,,2007295.0,324939.0,0.16187904617906188,,0.0025481705797088068,0.6183574879227053,0.45614035087719296,,
2021,2019,True,LA,19636,"HMO Louisiana, Inc.",2399726,388709,987,324,49,17,,,,,2399726.0,388709.0,0.1619805761157732,,0.0025391745495988,0.3282674772036474,0.3469387755102041,,
2021,2019,True,LA,67243,"Vantage Health Plan, Inc.",155633,24885,25,16,0,0,,,,,155633.0,24885.0,0.15989539493552138,,0.0010046212577858146,0.64,nan,,
2021,2019,True,LA,97176,Louisiana Health Service & Indemnity Company,202091,24618,113,28,,,,,,,202091.0,24618.0,0.12181640943931199,,0.004590137297912097,0.24778761061946902,,,
2021,2019,True,LA,98780,CHRISTUS Health Plan Louisiana,,,,,,,,,,,,,,,,,,,
2021,2019,True,ME,33653,Maine Community Health Options,614195,29170,568,279,,,,,,,614195.0,29170.0,0.04749306002165436,,0.019472060335961605,0.49119718309859156,,,
2021,2019,True,ME,48396,Anthem Health Plans of ME(Anthem BCBS),349038,141013,141,59,0,0,,,,,349038.0,141013.0,0.40400472154894307,,0.0009999078099182344,0.41843971631205673,nan,,
2021,2019,True,ME,96667,Harvard Pilgrim  Health Care Inc.,595690,194246,84,58,0,0,,,,,595690.0,194246.0,0.32608571572462186,,0.0004324413372733544,0.6904761904761905,nan,,
2021,2019,True,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,1250223,254929,239,149,27,,,,,,1250223.0,254929.0,0.20390682302277274,,0.0009375159358095784,0.6234309623430963,,,
2021,2019,True,MI,29698,Priority Health,1406408,81183,40,14,11,,,,,,1406408.0,81183.0,0.05772364776082047,,0.0004927139918455834,0.35,,,
2021,2019,True,MI,40047,"Molina Healthcare of Michigan, Inc.",218534,50869,106,21,,,,,,,218534.0,50869.0,0.23277384754775002,,0.002083783836914427,0.19811320754716982,,,
2021,2019,True,MI,58594,"Meridian Health Plan of Michigan, Inc.",27024,10333,84,24,12,,,,,,27024.0,10333.0,0.38236382474837183,,0.008129294493370754,0.2857142857142857,,,
2021,2019,True,MI,60829,Physicians Health Plan,325077,27418,50,13,,0,,,,,325077.0,27418.0,0.08434309409770609,,0.0018236195200233424,0.26,,,
2021,2019,True,MI,67183,"Total Health Care USA, Inc.",2161630,479264,227,215,0,0,,,,,2161630.0,479264.0,0.22171416939994357,,0.00047364291914268544,0.947136563876652,nan,,
2021,2019,True,MI,74917,McLaren Health Plan Community,87987,21699,70,64,,0,,,,,87987.0,21699.0,0.24661597736029187,,0.003225955113138854,0.9142857142857143,,,
2021,2019,True,MI,77739,Oscar Insurance Company,2965,113,13,,0,0,,,,,2965.0,113.0,0.03811129848229342,,0.11504424778761062,,nan,,
2021,2019,True,MI,98185,Blue Care Network of Michigan,3868860,978200,169,140,20,,,,,,3868860.0,978200.0,0.2528393376860367,,0.00017276630545900635,0.8284023668639053,,,
2021,2019,True,MO,32753,Healthy Alliance Life Co(Anthem BCBS),737777,233099,81,28,0,0,,,,,737777.0,233099.0,0.3159477728365075,,0.00034749183823182424,0.345679012345679,nan,,
2021,2019,True,MO,34762,Blue Cross and Blue Shield of Kansas City,,,,,,,,,,,,,,,,,,,
2021,2019,True,MO,47840,SSM Health Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,MO,53461,Medica Insurance Company,43942,7009,50,29,0,0,,,,,43942.0,7009.0,0.15950571207500797,,0.007133685261806249,0.58,nan,,
2021,2019,True,MO,69512,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,MO,74483,Cigna Health and Life Insurance Company,2530715,319941,374,124,,,,,,,2530715.0,319941.0,0.126423164994873,,0.0011689655280192285,0.3315508021390374,,,
2021,2019,True,MO,96384,Cox Health Systems Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,MO,99723,Celtic Insurance Company,2158578,455780,780,368,19,0,,,,,2158578.0,455780.0,0.21114826520051627,,0.0017113519680547634,0.4717948717948718,0.0,,
2021,2019,True,MS,79975,"Molina Healthcare of Mississippi, Inc",,,,,,,,,,,,,,,,,,,
2021,2019,True,MS,90714,Ambetter of Magnolia Inc.,2467593,500010,291,159,,,,,,,2467593.0,500010.0,0.20263066072889654,,0.0005819883602327954,0.5463917525773195,,,
2021,2019,True,MT,23603,PacificSource Health Plans,175271,10155,153,50,,,,,,,175271.0,10155.0,0.05793884898243292,,0.015066469719350073,0.32679738562091504,,,
2021,2019,True,MT,30751,Blue Cross and Blue Shield of Montana,551500,73240,67,18,,,,,,,551500.0,73240.0,0.1328014505893019,,0.000914800655379574,0.26865671641791045,,,
2021,2019,True,MT,32225,Montana Health Cooperative,535495,29421,653,307,,0,,,,,535495.0,29421.0,0.05494168946488763,,0.022195030760341253,0.47013782542113325,,,
2021,2019,True,NC,11512,Blue Cross and Blue Shield of NC,22727362,3707549,1773,662,69,28,,,,,22727362.0,3707549.0,0.16313151521940822,,0.0004782135043933337,0.3733784545967287,0.4057971014492754,,
2021,2019,True,NC,19958,"UnitedHealthcare of Wisconsin, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,NC,37900,Bright Health Company of North Carolina,,,,,,,,,,,,,,,,,,,
2021,2019,True,NC,69803,"Oscar Health Plan of North Carolina, Inc",,,,,,,,,,,,,,,,,,,
2021,2019,True,NC,73943,"Cigna HealthCare of North Carolina, Inc.",158564,17777,15,,,0,,,,,158564.0,17777.0,0.11211245932241871,,0.0008437869156775609,,,,
2021,2019,True,NC,77264,Ambetter of North Carolina Inc.,176382,48561,83,45,,,,,,,176382.0,48561.0,0.275317209239038,,0.0017091905026667491,0.5421686746987951,,,
2021,2019,True,ND,37160,Blue Cross Blue Shield of North Dakota,428051,69533,71,26,,0,,,,,428051.0,69533.0,0.1624409240954933,,0.001021097895963068,0.36619718309859156,,,
2021,2019,True,ND,73751,Medica Health Plans,5392,555,,,0,0,,,,,5392.0,555.0,0.10293026706231453,,,,nan,,
2021,2019,True,ND,89364,Sanford Health Plan,165093,8188,88,60,,0,,,,,165093.0,8188.0,0.04959628815273815,,0.01074743527112848,0.6818181818181818,,,
2021,2019,True,NE,20305,Medica Insurance Company,2644510,254306,865,414,11,,,,,,2644510.0,254306.0,0.09616375056248605,,0.0034014140444975738,0.47861271676300576,,,
2021,2019,True,NE,83653,Bright Health Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,NH,59025,Harvard Pilgrim Health Care of NE,150021,46840,48,19,0,0,,,,,150021.0,46840.0,0.31222295545290324,,0.0010247651579846286,0.3958333333333333,nan,,
2021,2019,True,NH,75841,Celtic Insurance Company,219172,46387,130,73,,,,,,,219172.0,46387.0,0.2116465606920592,,0.0028025093237329423,0.5615384615384615,,,
2021,2019,True,NH,96751,Matthew Thornton Hlth Plan(Anthem BCBS),305993,107840,216,83,0,0,,,,,305993.0,107840.0,0.35242636269457145,,0.0020029673590504452,0.38425925925925924,nan,,
2021,2019,True,NM,19722,"Molina Healthcare of New Mexico, Inc.",644100,128043,205,126,,0,,,,,644100.0,128043.0,0.1987936655798789,,0.001601024655779699,0.6146341463414634,,,
2021,2019,True,NM,39006,"Western Sky Community Care, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,NM,42776,"True Health New Mexico, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,NM,75605,Blue Cross Blue Shield of New Mexico,110234,22607,15,,,0,,,,,110234.0,22607.0,0.2050819166500354,,0.0006635113018091741,,,,
2021,2019,True,NM,75787,"Friday Health Plans of Colorado, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,OH,28162,AultCare Insurance Company,214697,12570,36,29,0,0,,,,,214697.0,12570.0,0.0585476275867851,,0.002863961813842482,0.8055555555555556,nan,,
2021,2019,True,OH,29276,Community Insurance Company(Anthem BCBS),112754,44594,119,34,,0,,,,,112754.0,44594.0,0.3954981641449527,,0.0026685204287572317,0.2857142857142857,,,
2021,2019,True,OH,29341,Oscar Buckeye State Insurance Corp.,23359,550,96,44,,0,,,,,23359.0,550.0,0.023545528490089472,,0.17454545454545456,0.4583333333333333,,,
2021,2019,True,OH,41047,Buckeye Community Health Plan,491357,116723,442,253,,,,,,,491357.0,116723.0,0.2375523295689285,,0.0037867429726789067,0.5723981900452488,,,
2021,2019,True,OH,45845,Oscar Insurance Corporation of Ohio,84829,1690,197,93,,,,,,,84829.0,1690.0,0.019922432187105824,,0.1165680473372781,0.4720812182741117,,,
2021,2019,True,OH,52664,"Summa Insurance Company, Inc.",93259,20588,65,42,,,,,,,93259.0,20588.0,0.2207615350797242,,0.0031571789391878764,0.6461538461538462,,,
2021,2019,True,OH,64353,"Molina Healthcare of Ohio, Inc.",524522,106273,291,114,,,,,,,524522.0,106273.0,0.2026092327871853,,0.0027382307829834484,0.3917525773195876,,,
2021,2019,True,OH,74313,Paramount Insurance Company,139290,25805,38,27,,0,,,,,139290.0,25805.0,0.18526096632924116,,0.0014725828327843441,0.7105263157894737,,,
2021,2019,True,OH,77552,"CareSource Ohio, Inc.",1402738,135557,1317,839,75,40,,,,,1402738.0,135557.0,0.09663743336246683,,0.009715470244989192,0.6370539104024298,0.5333333333333333,,
2021,2019,True,OH,99969,Medical Health Insuring Corp. of Ohio,2101664,406989,1194,701,17,,,,,,2101664.0,406989.0,0.19365084047687928,,0.002933740223937256,0.5871021775544388,,,
2021,2019,True,OK,21333,Medica Insurance Company,107302,15571,30,18,0,0,,,,,107302.0,15571.0,0.14511379098246072,,0.0019266585318861986,0.6,nan,,
2021,2019,True,OK,28292,"UnitedHealthcare of Wisconsin, Inc.",,,,,,,,,,,,,,,,,,,
2021,2019,True,OK,40463,Bright Health Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,OK,87571,Blue Cross Blue Shield of Oklahoma,7156844,1129132,194,34,,,,,,,7156844.0,1129132.0,0.1577695419936497,,0.00017181339294254348,0.17525773195876287,,,
2021,2019,True,OK,91908,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,OK,98905,CommunityCare HMO Inc.,,,,,,,,,,,,,,,,,,,
2021,2019,True,OR,10091,PacificSource Health Plans,385463,21192,504,138,17,,,,,,385463.0,21192.0,0.05497803939677738,,0.02378255945639864,0.27380952380952384,,,
2021,2019,True,OR,39424,"Moda Health Plan, Inc.",664085,61131,69,12,,0,,,,,664085.0,61131.0,0.09205297514625387,,0.0011287235608774598,0.17391304347826086,,,
2021,2019,True,OR,56707,Providence Health Plan,0,0,0,0,0,0,,,,,0.0,0.0,nan,,nan,nan,nan,,
2021,2019,True,OR,63474,BridgeSpan Health Company,16085,2853,17,,,0,,,,,16085.0,2853.0,0.17737022070251787,,0.005958640028040659,,,,
2021,2019,True,OR,71287,Kaiser Foundation Healthplan of the NW,35466,2909,363,167,,,,,,,35466.0,2909.0,0.08202221846275307,,0.124785149535923,0.46005509641873277,,,
2021,2019,True,OR,77969,Regence BlueCross BlueShield of Oregon,,,,,,,,,,,,,,,,,,,
2021,2019,True,SC,16985,Bright Health Company of South Carolina,,,,,,,,,,,,,,,,,,,
2021,2019,True,SC,26065,Blue Cross and Blue Shield of South Carolina,9117119,1353231,1536,687,59,12,,,,,9117119.0,1353231.0,0.14842748021606386,,0.0011350611979772855,0.447265625,0.2033898305084746,,
2021,2019,True,SC,42326,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",,,,,,,,,,,,,,,,,,,
2021,2019,True,SC,79222,"Absolute Total Care, Inc",7630,2346,,,0,0,,,,,7630.0,2346.0,0.30747051114023594,,,,nan,,
2021,2019,True,SD,31195,Sanford Health Plan,366779,13560,183,130,0,0,,,,,366779.0,13560.0,0.03697049176752213,,0.013495575221238938,0.7103825136612022,nan,,
2021,2019,True,SD,60536,"Avera Health Plans, Inc.",81737,16538,109,29,,,,,,,81737.0,16538.0,0.2023318692880825,,0.006590881605998307,0.26605504587155965,,,
2021,2019,True,TN,14002,BlueCross BlueShield of Tennessee,7063552,1391395,303,117,,,,,,,7063552.0,1391395.0,0.1969823397633372,,0.00021776706111492424,0.38613861386138615,,,
2021,2019,True,TN,23552,Oscar Insurance Company,99027,3862,221,133,,0,,,,,99027.0,3862.0,0.03899946479243035,,0.05722423614707405,0.6018099547511312,,,
2021,2019,True,TN,69443,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,TN,70111,Celtic Insurance Company,164222,43836,39,17,,,,,,,164222.0,43836.0,0.2669313490275359,,0.0008896797153024911,0.4358974358974359,,,
2021,2019,True,TN,97906,Bright Health Insurance Company of Tennessee,327140,67540,402,162,,,,,,,327140.0,67540.0,0.20645595158036315,,0.00595202842759846,0.40298507462686567,,,
2021,2019,True,TN,99248,Cigna Health and Life Insurance Company,2513829,377231,361,129,27,,,,,,2513829.0,377231.0,0.15006231529670475,,0.0009569733134339437,0.3573407202216066,,,
2021,2019,True,TX,20069,Oscar Insurance Company,373709,8525,984,541,,0,,,,,373709.0,8525.0,0.02281186698741534,,0.11542521994134898,0.5497967479674797,,,
2021,2019,True,TX,26539,"SHA, LLC DBA FirstCare Health Plans",594372,97449,67,24,,0,,,,,594372.0,97449.0,0.1639528779955987,,0.0006875391230284559,0.3582089552238806,,,
2021,2019,True,TX,27248,"Community Health Choice, Inc.",2051792,332869,332,61,,,,,,,2051792.0,332869.0,0.1622333063000538,,0.000997389363383193,0.18373493975903615,,,
2021,2019,True,TX,29418,Celtic Insurance Company,8286116,2156565,1643,663,63,29,,,,,8286116.0,2156565.0,0.2602624679644842,,0.0007618597167254406,0.4035301278149726,0.4603174603174603,,
2021,2019,True,TX,33602,Blue Cross Blue Shield of Texas,14438208,2764624,2951,400,18,,,,,,14438208.0,2764624.0,0.19147971825866478,,0.0010674145923640973,0.13554727211114875,,,
2021,2019,True,TX,40788,Scott and White Health Plan,,,,,,,,,,,,,,,,,,,
2021,2019,True,TX,45786,"Molina Healthcare of Texas, Inc.",3818415,890036,1767,1111,34,14,,,,,3818415.0,890036.0,0.23309043150102857,,0.0019853129536333363,0.6287492925863045,0.4117647058823529,,
2021,2019,True,TX,54837,Friday Health Insurance Company Inc,,,,,,,,,,,,,,,,,,,
2021,2019,True,TX,66252,CHRISTUS Health Plan,190803,16111,390,133,15,,,,,,190803.0,16111.0,0.08443787571474243,,0.024207063496989634,0.34102564102564104,,,
2021,2019,True,TX,71837,"Sendero Health Plans, Inc.",403753,133602,28,26,0,0,,,,,403753.0,133602.0,0.33090032767558386,,0.00020957770093262077,0.9285714285714286,nan,,
2021,2019,True,UT,18167,Molina Healthcare of Utah,33391,14884,,,0,0,,,,,33391.0,14884.0,0.44574885448174656,,,,nan,,
2021,2019,True,UT,22013,Regence BlueCross BlueShield of Utah,,,,,,,,,,,,,,,,,,,
2021,2019,True,UT,34541,BridgeSpan Health Company,,,,,,,,,,,,,,,,,,,
2021,2019,True,UT,42261,University of Utah Health Insurance Plans,547211,129146,925,375,,,,,,,547211.0,129146.0,0.2360076825940999,,0.007162436312390628,0.40540540540540543,,,
2021,2019,True,UT,68781,SelectHealth,6566501,703669,2709,853,26,12,,,,,6566501.0,703669.0,0.10716041922478958,,0.0038498214359308142,0.3148763381321521,0.46153846153846156,,
